ITEM_CODE,ITEM_NAME,PHYSICAL_QTY,PRICE,"DIFF QTY","DIFF VALUE",DEPT,GROUPS,SUBGROUPS
14822,"DEVA SOFTENER LAVENDER 1000ML 12 10502",,43.99,0,0,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
156626,"TOOTH PICK 300PCS BAMBOO YWU",,5.9,-16,-94.4,"HOUSEWARE & KITCHENWARE","HOUSE HOLD PRODUCTS","HOUSE HOLD"
162530,"INDOMIE BELLE FULL CHICKEN INSTANT NOODLES 280G 18",,16.49,-151,-2489.99,SUPERMARKET,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
164615,"KITCHEN ORGAZINER RACK METAL 128",,59,13,767,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","RACK SHELF DRAWERS ORGANIZERS"
159854,"STICKY NOTE (100X5) 500SHEET ASSORTED COL 76X76MM",,22.9,186,4259.4,STATIONERY,"OFFICE STATIONERY","OFFICE BASIC AND STATIONERY"
168044,"KASA VINO RED WINE 250ML 24",,9.99,0,0,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
167398,"MUG 11OZ GDM11 RJK",,4.9,-30,-147,"HOUSEWARE & KITCHENWARE",DINNERWARE,MUGS
178129,"PAPER DOILIES 20PCS 85 YWU",,4.9,35,171.5,"HOUSEWARE & KITCHENWARE",BAKEWARE,"BAKING TOOLS AND ACCESSORIES"
183264,"BEER MUG 4PCS SET 575ML HANNOVER PJ 14220 RJK",,79,15,1185,"HOUSEWARE & KITCHENWARE",GLASSWARE,"BEER MUGS AND BEER GLASS"
184068,"COMFORT ROYAL MAGIC FABRIC CONDITIONER 20ML 30",,21.49,444,9541.56,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
184108,"CERAMIC MUG EMBOSSED 330ML EBCM2-330 RJK",,9.9,-35,-346.5,"HOUSEWARE & KITCHENWARE",DINNERWARE,MUGS
180324,"COCOA-CARE BODY LOTION S/S 265ML  6",,17.99,0,0,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
190050,"BEER GLASS 450ML FOOTBALL YWU",,14.9,-5,-74.5,"HOUSEWARE & KITCHENWARE",GLASSWARE,"BEER MUGS AND BEER GLASS"
190077,"DESKTOP FAN RECHARGABLE 3 IN 1",,29,-1,-29,"ELECTRICAL APPLIANCES",FAN,"TABLE FAN"
18750,"NESTLE CERELAC BL MAIZE 50G 10X8",,6.99,6,41.94,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
189086,"RIBBON 5CM X 3YARDS",,9.9,-15,-148.5,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
192915,"G&S HUNGRY CLASSIC VANILLA BREAD 350GMS 1",,39.99,2,79.98,SUPERMARKET,BAKERY,BREADS
193003,"BOTTLE OPENER ZHN KB887",,3.9,6,23.4,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS",OPENERS
58151,"TOP CHOCO PURE COCOA POWDER 400G  6",,99.99,6,599.94,SUPERMARKET,BEVERAGES,COFFEE
65106,"FROSTY BITE FANTASY PEANUTS CRUNCH POUCH 80G 30",,11.49,119,1367.31,SUPERMARKET,"FROZEN FOOD",ICE-CREAM
51039,"ENERGIZER BATTERY LITHIUM 3V ECR2032-LITHIUM",,25,14,350,"ELECTRICAL APPLIANCES",BATTERIES,BATTERY
57039,"GREENWORLD MOSQUITO COIL NON-SMOKE   60",,11.99,-33,-395.67,SUPERMARKET,"HOME AND PERSONAL CARE","INSECTICIDES AND RODENT CONTROL"
37640,"DEVA SURFACE CLEANER LEMON 1L   12",,30.99,5,154.95,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
208749,"IDEAL ORIGINAL EVAPORATED MILK 410G 24",,29.99,-79,-2369.21,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
92371,"TWO IN ONE FUN SLATE TY 210",,55,60,3300,"TOYS AND ENTERTAINMENT","LEARNING AND EDUCATIONAL TOYS","WRITING TOOLS"
83504,"JOHNSONS TOP TO TOE BABY WASH 500ML  12",,58.99,8,471.92,SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
83786,"BEKO WASHING MACHINE FL 7KG SILVER BAW 385",,8749,0,0,"ELECTRICAL APPLIANCES","WASHING MACHINE","FRONT LOAD WM"
89802,"JIK BLEACH ORIGINAL 950ML   12",,31.99,94,3007.06,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
89988,"PICCADILLY GEM WORKERS PACK ( 1X4 ) 1KG  4",,70.99,5,354.95,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
84938,"PLASTIC KNIFE  50PCS",,8.99,7,62.93,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
78483,"BABY POTTY VOLK DESIGN BLUE/PINK  N305",,69,-1,-69,"HOUSEWARE & KITCHENWARE",BATHROOM,"BATHROOM TOILET SEAT / BABY POTTY BATH TUB"
66683,"EVP COLORED DISPO. 2LAYER CUPS 500CC(50PX20)  20",,46.99,26,1221.74,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
75626,"WHYTEHALL HONEY WHISKY  1L  12",,117.99,43,5073.57,SUPERMARKET,"BEVERAGES ALCOHOLIC",WHISKEY
95700,"AMALFI BABY SHAM.BABY ARGAN INTENSE SHINE 750ML 16",,32.99,-5,-164.95,SUPERMARKET,"HOME AND PERSONAL CARE","HAIR CARE"
99716,"STYLE UP BODY LOTION 265ML  6",,16.99,-6,-101.94,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
00005,"TREND 2 CORDED PHONE WHITE",,9,18,162,"ELECTRONICS & TELECOM","OLD ELECTRONICS ITEMS","OBSOLETE ELECTRIONICS ITEMS"
00204,"VILLA VINCI TRUFFLE  EXTRA VIRGIN  BTL 250ML  12",,139.99,20,2799.8,SUPERMARKET,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
00270,"AKAI CRISPER COVER FOR BAR FRIDGE RF-N13SAI",,3,7,21,"Spare Parts",ZJL,ZP
00290,"DIMES RED FRUITMIX JUICE 1L 12",,21.99,26,571.74,SUPERMARKET,BEVERAGES,JUICE
00940,"OLD ADMIRAL BRANDY 750ML 12",,63.99,233,14909.67,SUPERMARKET,"BEVERAGES ALCOHOLIC",LIQUER
02865,"VOLTPLUS UNIVERSAL ADAPTOR W/ BS PLUG VP-UAG134",,79,-5,-395,"ELECTRICAL APPLIANCES",ELECTRICALS,"ELE ACCESSORIES"
05112,"INDOMIE SUPER PACK ONION CHICKEN 120G 44",,8.29,242,2006.18,SUPERMARKET,"FOOD CUPBOARD","NOODLES AND SOUP"
04142,"SHINE FACIAL TISSUE  200PK  10",,17.49,-1,-17.49,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
100246,"BEDSHEET SET QUEENSIZE 125GSM 3PCS QBS-76",,159,9,1431,"HOME DECOR & TEXTILES","BED SHEET","QUEEN SIZE BEDSHEET"
101064,"N0 8 CORN CONES CHIPS 20G 60",,1.69,9,15.21,SUPERMARKET,"FOOD CUPBOARD",SNACKS
104978,"ROMAR SOFTENER CONC. RELAX 2L  6",,81.99,2,163.98,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
106182,"VOLTPLUS MULTI ADAPTOR VP-DFA5",,29,-2,-58,"ELECTRICAL APPLIANCES",ELECTRICALS,"ELE ACCESSORIES"
106820,"SHINE PAPER PLATES SQAURE 14CM  (25PCS)  40",,15.99,5,79.95,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
115169,"VOLTPLUS EXTENSION SOCKET 4W2M SW+USB VP-EC4W2MMSU",,189,6,1134,"ELECTRICAL APPLIANCES",ELECTRICALS,"EXTENSION CORD"
114184,"SKYFALLS DISPENSING MINERAL WATER 17L 1",,39.99,3,119.97,SUPERMARKET,BEVERAGES,"MINERAL WATER"
114529,"SERVING BOWL MELAMINE 8 INCHES ZHN C6138",,14.9,-14,-208.6,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL BOWL/BOWL+COVER"
112343,"OCEAN FRIDGE DD 216L SILVER OC 272 TZS A+",,5979,1,5979,"ELECTRICAL APPLIANCES",REFRIGERATOR,"DD TMF REFRIGERATOR"
122226,"AIRPRO AIRREFRSHENER GEL  PEACH PUNCH 128G  24",,24.49,33,808.17,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
121778,"KOTEX PANTY LINERS NORMAL 35 SHEETS  12",,55.99,8,447.92,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
120807,"JAMAA DETERGENT 420G  12",,12.99,-3,-38.97,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
129612,"OPENER CHEF DESIGN YWU",,4.9,43,210.7,"HOUSEWARE & KITCHENWARE","CUTLERY ITEMS",OPENERS
132415,"CUSHION 45X45CM SK210125",,34.9,-7,-244.3,"HOME DECOR & TEXTILES","COVERS CUSHION/PILLOW/CHAIR",CUSHION
129391,"PLATE FOOTBALL DESIGN DISPOSABLE 10PCS SET 18CM",,6,-15,-90,"TOYS AND ENTERTAINMENT","PARTY SUPPLIES",DISPOSABLES
139331,"BINATONE STANDING FAN 18"" A1810",,1009,6,6054,"ELECTRICAL APPLIANCES",FAN,"STANDING FAN"
149663,"DZIRE FRIDGE SD 89L SILVER REF-SD-1113A",,1799,0,0,"ELECTRICAL APPLIANCES",REFRIGERATOR,"SD REFRIGERATOR"
162389,"X NATURAL MINERAL WATER 750ML 15",,2.39,-41,-97.99,SUPERMARKET,BEVERAGES,"MINERAL WATER"
159062,"TOILET BRUSH PP M1600 RJK",,39.9,-8,-319.2,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","TOILET BRUSHES"
170028,"AKAI FUFU MAKER 6L SS MG004A-6LS",,759,-4,-3036,"ELECTRICAL APPLIANCES","HAND BLENDER/MIXER/CHOPPER",CHOPPER
169246,"BROOM WSTICK ROMA GBB24",,34.9,58,2024.2,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","BROOM BRUSHES DUSTPANS"
168858,"CHEF KNIFE 75 S2510 RJK",,16.9,-23,-388.7,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","SINGLE KNIFE"
179178,"DIY PAINTED PLASTER  4PCS",,32.9,-4,-131.6,"TOYS AND ENTERTAINMENT","ART CRAFTS AND HOBBY KITS","STAMPS  STICKERS AND MAGNETS"
183350,"CLOTHES DRYING RACK SDK119035321",,429,-7,-3003,"HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH DRYER"
181838,"DEEP PLATE STAINLESS STEEL 22CM LDS011",,8.9,-4,-35.6,"HOUSEWARE & KITCHENWARE",DINNERWARE,PLATE
191846,"MUNCHEE OAT BREEZE DIGESTIVE BISCUITS 84G  36",,8.99,16,143.84,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
193039,"PEELER 6PCS SET ZHN HD-127",,22.9,-5,-114.5,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","VEG AND FRUIT PEELERS"
200315,"H&H BEEF LUNCHEON MEAT 198G 24",,21.99,24,527.76,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
200644,"TCL AC SPLIT 1.5HP INVERTER R32 TAC-12CSD/XA73I",,4399,3,13197,"ELECTRICAL APPLIANCES","AIR CONDITIONING","SPLIT AC"
64096,"YAZZ DUCHESS TOOTHBRUSH HARD BRISTLES  72",,3.39,0,0,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
60515,"VASELINE ALOE SOOTHE LOTION  400ML  48",,49.99,1352,67586.48,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
61058,"PAPILION  2 ROLLS TOWEL  100SHEETS   12",,28.99,29,840.71,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
49728,"FA  ROLL-ON CARRIBEAN LEMON 50ML  24",,23.49,34,798.66,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
61862,"MASTERCHEF VACUUM FLAS 1.0L MC-F9001",,119,131,15589,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"SALT AND PEPPER/CRUETS"
62785,"STONE DECORATION 350G MIX COLOUR",,5.9,-25,-147.5,"HOME DECOR & TEXTILES","HOME DECOR","OutdoorANDIndoor Decor"
57618,"ROYAL AROMA VIETNAM RICE - 25KG",,499.99,3,1499.97,SUPERMARKET,"FOOD CUPBOARD","RAW RICE"
38043,"PARIDOX ALATA SAMINA B&S GEL ALOE VERA 450ML 20",,41.99,78,3275.22,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
92811,"ROLLING PIN 45CM WOODEN 001 YWU",,39.9,-25,-997.5,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"KITCHEN ACCESSORIES"
85590,"PLAY & LEARN BLOCKS SETS P-1287",,12.99,-13,-168.87,"TOYS AND ENTERTAINMENT","BLOCKS AND CONSTRUCTION SETS","STACKING AND PLUGGING TOYS"
93193,"HAND FAN MIX DESIGNCOLOR",,10.9,-9,-98.1,"TOYS AND ENTERTAINMENT","PARTY SUPPLIES","CELEBRATION DECOR AND ACCESSORIES"
89868,"SHINE FACIAL TISSUE BOUTIQUE (100PCS)  36",,10.99,-9,-98.91,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
78798,"CHOPPING BOARD 22X32X13CM BAMBOO YWU",,24.9,29,722.1,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","CHOPPING BOARDS AND CHOPPERS"
80162,"TISSUE HOLDER SUCTION R5080 RJK",,79,480813,37984227,"HOUSEWARE & KITCHENWARE",BATHROOM,"BATHROOM SHELF RACKS HOLDERS"
71863,"BIC FLEX 3 COMFORT STICK 3BLADE ( 3 BLISTER )   10",,95.99,28,2687.72,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
81328,"TASTY TOM TOMATO MIX SACHET 200G  24",,10.99,-7,-76.93,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
X443,"NESTLE CERELAC RICE TIN 400G 12",,50.99,351,17897.49,SUPERMARKET,"FOOD CUPBOARD","BABY FOOD"
X452,"MILO ACTIGEN TIN 400G 12",,57.99,136,7886.64,SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
CL725,"DRUM WITH LID 40LTR 38CMX55CM",,95,3,285,"HOUSEWARE & KITCHENWARE","HOUSE HOLD PRODUCTS","STORAGE DRUMS"
93895,"AVIOS BAKING TRAY RECTANGLE 10L AVSBT1 RJK",,39.9,-5,-199.5,"HOUSEWARE & KITCHENWARE",BAKEWARE,"BAKING TRAY"
94163,"SATNAM PERFUMED INSECT REPELLANT LEMON 141.7GMS",,18.99,-19,-360.81,SUPERMARKET,"HOME AND PERSONAL CARE","INSECTICIDES AND RODENT CONTROL"
99721,"SOLDIER MENTHOLATED BALM 60ML  6",,15.49,4,61.96,SUPERMARKET,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
00122,"TOMMIE & BONNIE GIRL-S TOP MYQ9-965",,15.9,3,47.7,"GARMENTS AND FOOTWEAR","Kids Unisex","Kids-Unisex T Shirt"
00123,"LAMP CEILING 250X200M LED 8W 16686-2B",,399,12,4788,"ELECTRICAL APPLIANCES",LIGHTING/LAMPS,"CEILING LIGHTS"
00124,"WALL LAMP 1XB22 60W UFO270W(WH)",,17.9,5,89.5,"HOME DECOR & TEXTILES","HOME DECOR","DECORATIVE LIGHTS AND LAMPS"
00315,"HERMAN PEANUT BUTTER CREAMY 340G  12",,44.99,618,27803.82,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
09915,"POMO TOMATO PASTE 2.2KG 6",,69.99,360,25196.4,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
100505,"LONG MOUNTAIN NATURAL SWEET WHITE WINE 750ML 6",,65.99,46,3035.54,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
101060,"N0 8 SPICY RINGS CHIPS 20G 60",,1.69,1,1.69,SUPERMARKET,"FOOD CUPBOARD",SNACKS
103066,"DAY BY DAY LOTION MEN SPORT 500ML  24",,25.99,1232,32019.68,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
105801,"DILMAH JASMIN GREEN TEA 20TB 30G 12",,23.99,46,1103.54,SUPERMARKET,BEVERAGES,TEA
105969,"MUTLU SPAGHETTI 400G 20",,9.49,8,75.92,SUPERMARKET,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
106551,"MIDEA LED BULB A 9W E27 COOL MDL-BUA6009W-6500K",,8.25,800466,6603844.5,"ELECTRICAL APPLIANCES","LIGHT BULBS","LED BULB"
107210,"DZIRE BLUETOOTH SPEAKER W/USB/FM/TF CARD PS-396",,119,7,833,"ELECTRONICS & TELECOM",AUDIO,"PORTABLE/BT SPEAKER"
118147,"DOUBLE MATTRESS BED BATH 54""*75"" ASHFOAM",,1729,39,67431,FURNITURE,MATTRESS,"Double Size"
131068,"SAIRO ROLL ON ANTI-WHITE MARKS 50ML  12",,22.99,0,0,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
131340,"MEASURING SPOON WICE SCOOP 10PCS SET PLASTIC YWU",,14.9,0,0,"HOUSEWARE & KITCHENWARE",BAKEWARE,"BAKING TOOLS AND ACCESSORIES"
129578,"BOWL EMBOSSED AVIOS 7 DB107 RJK",,12.9,49,632.1,"HOUSEWARE & KITCHENWARE",DINNERWARE,BOWLS
126209,"AIRPRO  AIRFRESHENER GEL  LAVENDER 128G  24",,24.49,-29,-710.21,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
138594,"HAYHAY  BOXES CARAMEL ( 24 X 8 ) 30G 192",,5.19,88,456.72,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
137269,"TOREN -TOREN WAFERS BOURBONVANILLA DEEP FCW 55G144",,6.29,34,213.86,SUPERMARKET,"FOOD CUPBOARD",CONFECTIONERY
148388,"PLACE MAT W/TAG ROUND MIX COLOR 6PCS",,99,-10,-990,"HOME DECOR & TEXTILES","DISH CLOTHS AND NAPKINS","ASSORTED ITEMS"
148797,"CAKE TOPPER HAPPY BIRTHDAY GOLD MIX DESIGN",,4.9,-17,-83.3,"TOYS AND ENTERTAINMENT","PARTY SUPPLIES","CELEBRATION DECOR AND ACCESSORIES"
146900,"VOLTIC NATURAL MINERAL WATER PREMIUM PET 750ML 12",,7.19,1,7.19,SUPERMARKET,BEVERAGES,"MINERAL WATER"
146646,"BEL-AQUA MINERAL WATER 4L JAR 1",,11.49,10,114.9,SUPERMARKET,BEVERAGES,"MINERAL WATER"
157421,"FILLED CUSHION PRINTED 40X40CM ASSORTED MYQ9-1811",,69,-26,-1794,"HOME DECOR & TEXTILES","COVERS CUSHION/PILLOW/CHAIR",CUSHION
156676,"BATH SCRUBBER COTTON AND LINEN YWU",,16.9,60,1014,"HOUSEWARE & KITCHENWARE",BATHROOM,"BATH BRUSH SPONGES SCOURERS"
155422,"GAS LIGHTER MYQ9-1821",,19,-18,-342,"GAS COOKER & ACCESSORIES","GAS COOKER","GAS REGULATOR AND ACCESSORIES"
162267,"DZIRE MOSQUITO SWATTER W/UV LAMP MRL-I388",,129,-8,-1032,"ELECTRICAL APPLIANCES",ELECTRICALS,"ELE ACCESSORIES"
172969,"ARIEL HIGH STUD DOWNY 1KG  12",,79.99,6,479.94,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
172100,"SKYVEST LED TV 43"" SATELLITE 43S ORV",,3049,35,106715,"ELECTRONICS & TELECOM","LED TV","SATELLITE TV"
168856,"BREAD KNIFE 75 CPQT018BR RJK",,16.9,43,726.7,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","SINGLE KNIFE"
165732,"CELLO TAPE PLAIN 48MIC 4.5CMX160M",,17.9,-4,-71.6,STATIONERY,"PACKAGING AND MAILING","   TAPES AND DISPENSERS"
178584,"MASON JAR WSTRAW 450ML GLASS FOOTBALL YWU",,9.9,-17,-168.3,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES","GLASS BOTTLE"
178552,"FLORA ALUMINIUM FOIL 25FT  24",,15.99,-15,-239.85,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
18373,"PRINCESS COCOA BUTTER CREAM 260ML  4",,25.49,0,0,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
183602,"CERAMIC BELL BOWL 425 24FDL132 RJK",,14.9,-20,-298,"HOUSEWARE & KITCHENWARE",DINNERWARE,BOWLS
180247,"BO-16 STYLING GEL (BLACK) 150G  6",,11.59,6,69.54,SUPERMARKET,"HOME AND PERSONAL CARE","HAIR CARE"
187171,"KNIFE SET 5PCS RJK ID-A823SA1002",,99,-20,-1980,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","KNIFE SETS"
186699,"RAINBOW CONTAINER 5PC SET ROUND PLASTIC RJK 2020-5",,34.9,27,942.3,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
192930,"AKAI QLED TV 32"" SMART LT-3234T2S2QSMT",,1999,7,13993,"ELECTRONICS & TELECOM","LED TV",OLED/QLED
193038,"PEELER 6PCS SET ZHN HD-126",,22.9,7,160.3,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD","VEG AND FRUIT PEELERS"
198989,"PLATINUM JASMINE VIETNAMESE RICE 22.5KG",,499.99,-3,-1499.97,SUPERMARKET,"FOOD CUPBOARD","RAW RICE"
195594,"FOOD COVER METAL  6050-28",,12.9,-34,-438.6,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"KITCHEN ACCESSORIES"
202517,"MONTY MOON CHIPS BANANA 25G  50",,2.99,5,14.95,SUPERMARKET,"FOOD CUPBOARD",SAVOURIES
48384,"5 STAR VANDA COOL DRINK 350ML  16",,2.89,56,161.84,SUPERMARKET,BEVERAGES,DRINKS
60783,"NIVEA COCOA BUTTER LOTION  400ML   12",,79.99,366,29276.34,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
55686,"FLORA TOILET ROLL (1X24)   2",,96.99,1,96.99,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
50387,"CLE FABRIC SOFTENER 500ML  12",,13.49,1,13.49,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
56622,"TRADITION FACIAL TISSUE  2PLY  150TISSUES   36",,11.49,-25,-287.25,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
56629,"PAPILION SHOWER GEL FRUIT THERAPY  400ML  12",,27.99,158,4422.42,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
36775,"FROSTY BITE ICE CREAM CHOCOLATE TUB 1800ML 1",,64.99,9,584.91,SUPERMARKET,"FROZEN FOOD",ICE-CREAM
90609,"CURTAIN ROD SINGLE 120-210 11062-210PG",,119,-11,-1309,"HOME DECOR & TEXTILES","CURTAIN RODS","CURTAIN RODS"
88403,"SAUCE BOTTLE 2PCS SET D8878813A YWU",,9.9,20,198,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"SAUCE/ VINEGAR/ BOTTLES AND SETS"
83925,"TOP CHOCO ON -THE -GO 80G 24",,9.99,28,279.72,SUPERMARKET,"FOOD CUPBOARD",CONFECTIONERY
92276,"AIRPORT CHAIR 3SEATER 180X66X79CM B503",,1490,0,0,FURNITURE,"OFFICE  STUDY AND COMPUTER TABLES AND BOOKCASE","CHAIRS OFFICE AND STUDY"
82055,"CASTILLO REAL TINTO WINE 1L  12",,47.99,3,143.97,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
72676,"DEVA SCOURING POWDER LIME 500GMS * 24",,24.99,26,649.74,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
72789,"MEANNAN GARI 1K 12",,25.99,-2,-51.98,SUPERMARKET,"FOOD CUPBOARD",FLOURS
65904,"SUNNY GOLD TOM BROWN BOTTLE 1KG 6",,70.99,4,283.96,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
67728,"PEPSODENT TRIPLE ACTION TOOTH PASTE 140G 72",,22.99,-36,-827.64,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
72093,"4"" MATTRESS  27X72INCH HD STUDENT2 LAT",,399,2,798,FURNITURE,MATTRESS,"Student Size"
X429,"IDEAL ORIGINAL EVAPORATED MILK 150G 24",,10.89,477,5194.53,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
X459,"BLUE BAND MARGARINE ORIGINAL 250G 24",,21.49,130,2793.7,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
X582,"PEAK FULL CREAM EVAPORATED MILK 160G  48",,15.99,-10,-159.9,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
D635,"BINE DISINFECTANT 0.5L  25",,15.99,53,847.47,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
CL781,"FOOD FLASK 2500ML",,39.9,-6,-239.4,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
95706,"AMALFI  SHAMPOO  APPLE 400ML  10",,24.99,13,324.87,SUPERMARKET,"HOME AND PERSONAL CARE","HAIR CARE"
95761,"AMALFI SHAMPOO KERATIN ANTI DANDRUFF SPA 750ML  16",,32.99,15,494.85,SUPERMARKET,"HOME AND PERSONAL CARE","HAIR CARE"
94194,"GRATER WCONTAINER ROUND 24CM Y1588928 YWU",,19.9,1,19.9,"HOUSEWARE & KITCHENWARE","KNIFE AND CHOPPING BOARD",GRATER
94237,"MADAR DETERGENT BAR BLUE 115G  48",,4.49,-28,-125.72,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
00049,"YAZOO CHOCOLATE DRINK 400ML 10",,32.99,440,14515.6,SUPERMARKET,BEVERAGES,DRINKS
00288,"DIMES NECTAR PEACH JUICE 1L 12",,21.99,9,197.91,SUPERMARKET,BEVERAGES,JUICE
03076,"WEETABIX CEREAL ORIGINAL 450G 14",,89.99,64,5759.36,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
101017,"CURTAIN POLYESTER 52X84"" W/HANGER ZGB097",,199,-9,-1791,"HOME DECOR & TEXTILES",CURTAINS,"GROMMET CURTAINS"
103055,"DAY BY DAY LOTION GRENADINE 500ML  24",,24.29,46,1117.34,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
114593,"CONTAINER SET WLOCK 3X1200ML PLASTIC BG-617",,34.9,-4,-139.6,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
124424,"APPLE GOLDEN DELICIOUS  KG",,44.99,5,224.95,SUPERMARKET,"FRUITS- IMPORT",Fruits
122795,"BATHROOM CORNER SHELF 3 LAYER PLASTIC UR-3077",,59,-2,-118,"HOUSEWARE & KITCHENWARE",BATHROOM,"BATHROOM SHELF RACKS HOLDERS"
122286,"TOOTHPICK W/PLASTIC CASE",,2.9,226,655.4,"HOUSEWARE & KITCHENWARE","HOUSE HOLD PRODUCTS","HOUSE HOLD"
119594,"FARAGELLO GOLD MANGO NECTAR GLASS BOTTLE 250ML  24",,11.99,-8,-95.92,SUPERMARKET,BEVERAGES,JUICE
119658,"KIVO GOOD TIME NON DAIRY CREAMER 250G  25+1",,19.99,81,1619.19,SUPERMARKET,"FOOD CUPBOARD","DRINKING POWDER"
131128,"SPONGE MULTI-PURPOSE ESFRELUX 4PCS 001.0765",,2.9,29,84.1,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","SPONGE SCRUBBERS AND SCOURERS"
